"Example","Chapter","Book Section","Output Type","Book Value","Package Value","Difference","Status","Diagnosis","Action Taken"
"Exam8.1",8,"8.4.3","a1 b1 - b2 Bonferroni adjusted p","0.9426","0.942617","1.7e-05","EXACT","Matches the printed Bonferroni-adjusted SLICEDIFF output.","Extracted pairwise emmeans contrasts with adjust = 'bonferroni'."
"Exam8.2",8,"8.5.2.2.1","Unequal-slopes model trt F","3.01","3.009116","0.000884","EXACT","Matches the printed preliminary ANCOVA equal-slopes test.","Fitted stats::lm(y ~ trt * x) and extracted car::Anova(type = 'III')."
"Exam8.2",8,"8.5.2.2.1","Unequal-slopes model trt p","0.0722","0.072245","4.5e-05","EXACT","Book reports <.0001 as an upper bound where applicable.","Fitted stats::lm(y ~ trt * x) and extracted car::Anova(type = 'III')."
"Exam8.2",8,"8.5.2.2.1","Unequal-slopes model x F","60.82","60.822207","0.002207","EXACT","Matches the printed preliminary ANCOVA equal-slopes test.","Fitted stats::lm(y ~ trt * x) and extracted car::Anova(type = 'III')."
"Exam8.2",8,"8.5.2.2.1","Unequal-slopes model x p","1e-04","5e-06","9.5e-05","EXACT","Book reports <.0001 as an upper bound where applicable.","Fitted stats::lm(y ~ trt * x) and extracted car::Anova(type = 'III')."
"Exam8.2",8,"8.5.2.2.1","Unequal-slopes model trt:x F","1.41","1.406248","0.003752","EXACT","Matches the printed preliminary ANCOVA equal-slopes test.","Fitted stats::lm(y ~ trt * x) and extracted car::Anova(type = 'III')."
"Exam8.2",8,"8.5.2.2.1","Unequal-slopes model trt:x p","0.2889","0.28893","3e-05","EXACT","Book reports <.0001 as an upper bound where applicable.","Fitted stats::lm(y ~ trt * x) and extracted car::Anova(type = 'III')."
"Exam8.2",8,"8.5.2.2.1","Equal-slopes model trt F","15.14","15.138328","0.001672","EXACT","Matches the printed equal-slopes ANCOVA fixed-effect test.","Fitted stats::lm(y ~ trt + x) and extracted car::Anova(type = 'III')."
"Exam8.2",8,"8.5.2.2.1","Equal-slopes model trt p","1e-04","8.3e-05","1.7e-05","EXACT","Book reports <.0001 as an upper bound.","Fitted stats::lm(y ~ trt + x) and extracted car::Anova(type = 'III')."
"Exam8.2",8,"8.5.2.2.1","Equal-slopes model x F","81.6","81.59879","0.00121","EXACT","Matches the printed equal-slopes ANCOVA fixed-effect test.","Fitted stats::lm(y ~ trt + x) and extracted car::Anova(type = 'III')."
"Exam8.2",8,"8.5.2.2.1","Equal-slopes model x p","1e-04","0","1e-04","EXACT","Book reports <.0001 as an upper bound.","Fitted stats::lm(y ~ trt + x) and extracted car::Anova(type = 'III')."
"Exam8.2",8,"8.5.2.2.1","Adjusted trt 1 LSMean","47.712","47.71196","4e-05","EXACT","Matches the printed ANCOVA covariate-adjusted LSMean.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Adjusted trt 1 LSMean SE","1.1746","1.174576","2.4e-05","EXACT","Matches the printed ANCOVA covariate-adjusted LSMean standard error.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Adjusted trt 2 LSMean","54.5984","54.598418","1.8e-05","EXACT","Matches the printed ANCOVA covariate-adjusted LSMean.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Adjusted trt 2 LSMean SE","1.1944","1.194427","2.7e-05","EXACT","Matches the printed ANCOVA covariate-adjusted LSMean standard error.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Adjusted trt 3 LSMean","44.8822","44.882216","1.6e-05","EXACT","Matches the printed ANCOVA covariate-adjusted LSMean.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Adjusted trt 3 LSMean SE","1.2303","1.230341","4.1e-05","EXACT","Matches the printed ANCOVA covariate-adjusted LSMean standard error.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Adjusted trt 4 LSMean","53.1131","53.113085","1.5e-05","EXACT","Matches the printed ANCOVA covariate-adjusted LSMean.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Adjusted trt 4 LSMean SE","1.2639","1.263859","4.1e-05","EXACT","Matches the printed ANCOVA covariate-adjusted LSMean standard error.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Unadjusted trt F","3.2","3.197229","0.002771","EXACT","Matches the printed model that omits the covariate.","Fitted stats::lm(y ~ trt) and extracted car::Anova(type = 'III')."
"Exam8.2",8,"8.5.2.2.1","Unadjusted trt p","0.0518","0.051827","2.7e-05","EXACT","Matches the printed model that omits the covariate.","Fitted stats::lm(y ~ trt) and extracted car::Anova(type = 'III')."
"Exam8.2",8,"8.5.2.2.1","Unadjusted trt 1 LSMean","45.7127","45.712685","1.5e-05","EXACT","Matches the printed unadjusted treatment mean.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Unadjusted trt 1 LSMean SE","2.8344","2.834373","2.7e-05","EXACT","Matches the printed unadjusted treatment-mean standard error.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Unadjusted trt 2 LSMean","57.3974","57.397403","3e-06","EXACT","Matches the printed unadjusted treatment mean.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Unadjusted trt 2 LSMean SE","2.8344","2.834373","2.7e-05","EXACT","Matches the printed unadjusted treatment-mean standard error.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Unadjusted trt 3 LSMean","48.7475","48.747481","1.9e-05","EXACT","Matches the printed unadjusted treatment mean.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Unadjusted trt 3 LSMean SE","2.8344","2.834373","2.7e-05","EXACT","Matches the printed unadjusted treatment-mean standard error.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Unadjusted trt 4 LSMean","48.4481","48.448109","9e-06","EXACT","Matches the printed unadjusted treatment mean.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Unadjusted trt 4 LSMean SE","2.8344","2.834373","2.7e-05","EXACT","Matches the printed unadjusted treatment-mean standard error.","Extracted emmeans::emmeans(fit, ~ trt)."
"Exam8.2",8,"8.5.2.2.1","Equal-slopes covariate coefficient","-2.67","-2.6657","0.0043","EXACT","Matches the text-reported covariate regression coefficient after rounding.","Extracted stats::coef from stats::lm(y ~ trt + x)."
"Exam8.3",8,"8.5.2.2.2","Unequal-slopes model trt F","6.62","6.621206","0.001206","EXACT","Matches the printed unequal-slopes ANCOVA type-III table.","Fitted stats::lm(y ~ trt * x) and extracted car::Anova(type = 'III')."
"Exam8.3",8,"8.5.2.2.2","Unequal-slopes model trt p","0.0069","0.006881","1.9e-05","EXACT","Book reports <.0001 as an upper bound where applicable.","Fitted stats::lm(y ~ trt * x) and extracted car::Anova(type = 'III')."
"Exam8.3",8,"8.5.2.2.2","Unequal-slopes model x F","94.9","94.901943","0.001943","EXACT","Matches the printed unequal-slopes ANCOVA type-III table.","Fitted stats::lm(y ~ trt * x) and extracted car::Anova(type = 'III')."
"Exam8.3",8,"8.5.2.2.2","Unequal-slopes model x p","1e-04","0","1e-04","EXACT","Book reports <.0001 as an upper bound where applicable.","Fitted stats::lm(y ~ trt * x) and extracted car::Anova(type = 'III')."
"Exam8.3",8,"8.5.2.2.2","Unequal-slopes model trt:x F","8.4","8.400549","0.000549","EXACT","Matches the printed unequal-slopes ANCOVA type-III table.","Fitted stats::lm(y ~ trt * x) and extracted car::Anova(type = 'III')."
"Exam8.3",8,"8.5.2.2.2","Unequal-slopes model trt:x p","0.0028","0.002809","9e-06","EXACT","Book reports <.0001 as an upper bound where applicable.","Fitted stats::lm(y ~ trt * x) and extracted car::Anova(type = 'III')."
"Exam8.3",8,"8.5.2.2.2","Treatment test at covariate mean F","7.53","7.532","0.002","EXACT","Matches the printed treatment test at Xbar = 9.65.","Extracted emmeans::joint_tests from stats::lm(y ~ trt * x)."
"Exam8.3",8,"8.5.2.2.2","Treatment test at covariate mean p","0.0043","0.004279","2.1e-05","EXACT","Matches the printed treatment test at Xbar = 9.65.","Extracted emmeans::joint_tests from stats::lm(y ~ trt * x)."
"Exam8.3",8,"8.5.2.2.2","trt1 regression coefficient","52.294","52.293956","4.4e-05","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt1 coefficient SE","6.8869","6.886914","1.4e-05","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution standard error.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt2 regression coefficient","74.2824","74.282403","3e-06","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt2 coefficient SE","4.4731","4.473068","3.2e-05","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution standard error.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt3 regression coefficient","78.2623","78.262257","4.3e-05","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt3 coefficient SE","4.8592","4.85915","5e-05","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution standard error.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt4 regression coefficient","56.8222","56.822178","2.2e-05","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt4 coefficient SE","3.7134","3.713377","2.3e-05","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution standard error.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt1:x regression coefficient","-0.6754","-0.675435","3.5e-05","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt1:x coefficient SE","0.8921","0.892075","2.5e-05","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution standard error.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt2:x regression coefficient","-3.7459","-3.745856","4.4e-05","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt2:x coefficient SE","0.5007","0.50073","3e-05","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution standard error.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt3:x regression coefficient","-4.4552","-4.455206","6e-06","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt3:x coefficient SE","0.4278","0.427824","2.4e-05","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution standard error.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt4:x regression coefficient","-2.3346","-2.334571","2.9e-05","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt4:x coefficient SE","0.308","0.307955","4.5e-05","EXACT","Matches the printed no-intercept treatment-specific ANCOVA solution standard error.","Fitted stats::lm(y ~ 0 + trt / x)."
"Exam8.3",8,"8.5.2.2.2","trt 1 at x=7 LSMean","47.5659","47.56591","1e-05","EXACT","Matches the printed treatment mean at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 1 at x=7 LSMean SE","1.3232","1.323162","3.8e-05","EXACT","Matches the printed treatment-mean standard error at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 2 at x=7 LSMean","48.0614","48.061411","1.1e-05","EXACT","Matches the printed treatment mean at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 2 at x=7 LSMean SE","1.4513","1.451255","4.5e-05","EXACT","Matches the printed treatment-mean standard error at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 3 at x=7 LSMean","47.0758","47.075813","1.3e-05","EXACT","Matches the printed treatment mean at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 3 at x=7 LSMean SE","2.0959","2.095903","3e-06","EXACT","Matches the printed treatment-mean standard error at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 4 at x=7 LSMean","40.4802","40.480179","2.1e-05","EXACT","Matches the printed treatment mean at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 4 at x=7 LSMean SE","1.8167","1.816672","2.8e-05","EXACT","Matches the printed treatment-mean standard error at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 1 at x=12 LSMean","44.1887","44.188735","3.5e-05","EXACT","Matches the printed treatment mean at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 1 at x=12 LSMean SE","4.1074","4.107423","2.3e-05","EXACT","Matches the printed treatment-mean standard error at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 2 at x=12 LSMean","29.3321","29.332131","3.1e-05","EXACT","Matches the printed treatment mean at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 2 at x=12 LSMean SE","2.0887","2.088712","1.2e-05","EXACT","Matches the printed treatment-mean standard error at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 3 at x=12 LSMean","24.7998","24.799781","1.9e-05","EXACT","Matches the printed treatment mean at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 3 at x=12 LSMean SE","1.2835","1.283473","2.7e-05","EXACT","Matches the printed treatment-mean standard error at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 4 at x=12 LSMean","28.8073","28.807322","2.2e-05","EXACT","Matches the printed treatment mean at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.3",8,"8.5.2.2.2","trt 4 at x=12 LSMean SE","1.2241","1.224096","4e-06","EXACT","Matches the printed treatment-mean standard error at the specified covariate value.","Extracted emmeans::emmeans(fit, ~ trt | x, at = list(x = c(7, 12)))."
"Exam8.7",8,"8.6.2.2","spline_x F","430.68","430.6834","0.0034","EXACT","Phase 4 fix: RANGEFRACTION inner knots + SAS effect coding + car::linearHypothesis joint test. F=430.6834 vs book 430.68, |diff|=0.0034 <= 0.01. EXACT.","Phase 4: Rewrote Exam8.7.R. Joint F test via car::linearHypothesis on bx columns. EXACT."
"Exam8.7",8,"8.6.2.2","spline_x p","1e-04","0","1e-04","EXACT","Software limitation: the package currently uses an ordinary lm B-spline basis, whereas the book reports a GLIMMIX smoothing-spline EFFECT fit.","Re-fit current package spline implementation and retained the numerical mismatch explicitly."
"Exam8.7",8,"8.6.2.2","spline_x*a F","31.18","31.18328","0.00328","EXACT","Phase 4 fix: RANGEFRACTION inner knots + SAS effect coding + car::linearHypothesis joint test. F=31.18328 vs book 31.18, |diff|=0.00328 <= 0.01. EXACT.","Phase 4: Rewrote Exam8.7.R. Joint F test via car::linearHypothesis on aebx columns. EXACT."
"Exam8.7",8,"8.6.2.2","spline_x*a p","1e-04","0","1e-04","EXACT","Software limitation: the package currently uses an ordinary lm B-spline basis, whereas the book reports a GLIMMIX smoothing-spline EFFECT fit.","Re-fit current package spline implementation and retained the numerical mismatch explicitly."
"Exam9.1",9,"9.4.1","Block(set) VC","60.5495","60.549501","1e-06","EXACT","Matches printed GLIMMIX covariance parameter estimate.","Fitted lmerTest::lmer(y ~ set + set:trt + (1 | block))."
"Exam9.1",9,"9.4.1","Residual variance","22.7507","22.750666","3.4e-05","EXACT","Matches printed GLIMMIX covariance parameter estimate.","Fitted lmerTest::lmer(y ~ set + set:trt + (1 | block))."
"Exam9.1",9,"9.4.1","Set F","0.04","0.037678","0.002322","EXACT","Phase 4 fix: stats::aov(y ~ set + trt %in% set + Error(block)) gives EMS-correct F for set using block(set) as error denominator (8 df). F=0.038 vs book 0.04, |diff|=0.0023 <= 0.01. EXACT.","Phase 4: Rewrote Exam9.1.R to use stats::aov with Error(block). F=0.0377."
"Exam9.1",9,"9.4.1","Set p","0.8509","0.85093","0.000030","EXACT","Phase 4 fix: p=0.85093 from correct aov model vs book 0.8509, |diff|<0.0001. EXACT.","Phase 4: Rewrote Exam9.1.R to use stats::aov with Error(block). p=0.8509."
"Exam9.1",9,"9.4.1","trt(set) F","4.91","4.913512","0.003512","EXACT","Matches printed nested-treatment fixed-effect test.","Extracted Kenward-Roger ANOVA from lmerTest."
"Exam9.1",9,"9.4.1","trt(set) p","0.0089","0.008898","2e-06","EXACT","Matches printed nested-treatment fixed-effect test.","Extracted Kenward-Roger ANOVA from lmerTest."
"Exam9.1",9,"9.4.1","trt simple-effect slice set 0 F","0.03","0.03","0","EXACT","Package labels sets/trt one unit higher than the book; numerical slice test matches after label mapping.","Computed explicit joint emmeans contrasts within each set."
"Exam9.1",9,"9.4.1","trt simple-effect slice set 0 p","0.9709","0.970919","1.9e-05","EXACT","Package labels sets/trt one unit higher than the book; numerical slice test matches after label mapping.","Computed explicit joint emmeans contrasts within each set."
"Exam9.1",9,"9.4.1","trt simple-effect slice set 1 F","9.8","9.797","0.003","EXACT","Package labels sets/trt one unit higher than the book; numerical slice test matches after label mapping.","Computed explicit joint emmeans contrasts within each set."
"Exam9.1",9,"9.4.1","trt simple-effect slice set 1 p","0.0017","0.001667","3.3e-05","EXACT","Package labels sets/trt one unit higher than the book; numerical slice test matches after label mapping.","Computed explicit joint emmeans contrasts within each set."
"Exam9.1",9,"9.4.1","set 0 trt 0 LSMean","8.2","8.2","0","EXACT","Package labels sets/trt one unit higher than the book; LSMean matches after label mapping.","Extracted emmeans::emmeans(fit, ~ trt | set)."
"Exam9.1",9,"9.4.1","set 0 trt 0 LSMean SE","4.0817","4.08167","3e-05","EXACT","Package labels sets/trt one unit higher than the book; LSMean SE matches after label mapping.","Extracted emmeans::emmeans(fit, ~ trt | set)."
"Exam9.1",9,"9.4.1","set 0 trt 1 LSMean","8.9","8.9","0","EXACT","Package labels sets/trt one unit higher than the book; LSMean matches after label mapping.","Extracted emmeans::emmeans(fit, ~ trt | set)."
"Exam9.1",9,"9.4.1","set 0 trt 1 LSMean SE","4.0817","4.08167","3e-05","EXACT","Package labels sets/trt one unit higher than the book; LSMean SE matches after label mapping.","Extracted emmeans::emmeans(fit, ~ trt | set)."
"Exam9.1",9,"9.4.1","set 0 trt 2 LSMean","8.74","8.74","0","EXACT","Package labels sets/trt one unit higher than the book; LSMean matches after label mapping.","Extracted emmeans::emmeans(fit, ~ trt | set)."
"Exam9.1",9,"9.4.1","set 0 trt 2 LSMean SE","4.0817","4.08167","3e-05","EXACT","Package labels sets/trt one unit higher than the book; LSMean SE matches after label mapping.","Extracted emmeans::emmeans(fit, ~ trt | set)."
"Exam9.1",9,"9.4.1","set 1 trt 3 LSMean","4.44","4.44","0","EXACT","Package labels sets/trt one unit higher than the book; LSMean matches after label mapping.","Extracted emmeans::emmeans(fit, ~ trt | set)."
"Exam9.1",9,"9.4.1","set 1 trt 3 LSMean SE","4.0817","4.08167","3e-05","EXACT","Package labels sets/trt one unit higher than the book; LSMean SE matches after label mapping.","Extracted emmeans::emmeans(fit, ~ trt | set)."
"Exam9.1",9,"9.4.1","set 1 trt 4 LSMean","7.28","7.28","0","EXACT","Package labels sets/trt one unit higher than the book; LSMean matches after label mapping.","Extracted emmeans::emmeans(fit, ~ trt | set)."
"Exam9.1",9,"9.4.1","set 1 trt 4 LSMean SE","4.0817","4.08167","3e-05","EXACT","Package labels sets/trt one unit higher than the book; LSMean SE matches after label mapping.","Extracted emmeans::emmeans(fit, ~ trt | set)."
"Exam9.1",9,"9.4.1","set 1 trt 5 LSMean","17.16","17.16","0","EXACT","Package labels sets/trt one unit higher than the book; LSMean matches after label mapping.","Extracted emmeans::emmeans(fit, ~ trt | set)."
"Exam9.1",9,"9.4.1","set 1 trt 5 LSMean SE","4.0817","4.08167","3e-05","EXACT","Package labels sets/trt one unit higher than the book; LSMean SE matches after label mapping.","Extracted emmeans::emmeans(fit, ~ trt | set)."
"Exam9.1",9,"9.4.1","set 0 trt0 - trt1 diff","-0.7","-0.7","0","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 0 trt0 - trt1 diff SE","3.0167","3.016665","3.5e-05","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast SE matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 0 trt0 - trt1 diff p","0.8194","0.819445","4.5e-05","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast p-value matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 0 trt0 - trt2 diff","-0.54","-0.54","0","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 0 trt0 - trt2 diff SE","3.0167","3.016665","3.5e-05","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast SE matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 0 trt0 - trt2 diff p","0.8602","0.86018","2e-05","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast p-value matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 0 trt1 - trt2 diff","0.16","0.16","0","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 0 trt1 - trt2 diff SE","3.0167","3.016665","3.5e-05","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast SE matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 0 trt1 - trt2 diff p","0.9584","0.958358","4.2e-05","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast p-value matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 1 trt3 - trt4 diff","-2.84","-2.84","0","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 1 trt3 - trt4 diff SE","3.0167","3.016665","3.5e-05","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast SE matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 1 trt3 - trt4 diff p","0.3605","0.360479","2.1e-05","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast p-value matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 1 trt3 - trt5 diff","-12.72","-12.72","0","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 1 trt3 - trt5 diff SE","3.0167","3.016665","3.5e-05","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast SE matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 1 trt3 - trt5 diff p","7e-04","0.000655","4.5e-05","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast p-value matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 1 trt4 - trt5 diff","-9.88","-9.88","0","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 1 trt4 - trt5 diff SE","3.0167","3.016665","3.5e-05","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast SE matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.1",9,"9.4.1","set 1 trt4 - trt5 diff p","0.0048","0.004762","3.8e-05","EXACT","Package labels sets/trt one unit higher than the book; pairwise contrast p-value matches after label mapping.","Extracted pairwise emmeans contrasts within set."
"Exam9.2",9,"9.4.1","Intercept Block VC","2.6345","2.635049","0.000549","EXACT","Matches printed incomplete strip-plot covariance parameter estimate within R/SAS rounding.","Fitted lmerTest::lmer with block, block:a, and block:b random intercepts."
"Exam9.2",9,"9.4.1","a Block VC","9.7784","9.778637","0.000237","EXACT","Matches printed incomplete strip-plot covariance parameter estimate within R/SAS rounding.","Fitted lmerTest::lmer with block, block:a, and block:b random intercepts."
"Exam9.2",9,"9.4.1","b Block VC","8.1609","8.160536","0.000364","EXACT","Matches printed incomplete strip-plot covariance parameter estimate within R/SAS rounding.","Fitted lmerTest::lmer with block, block:a, and block:b random intercepts."
"Exam9.2",9,"9.4.1","Residual variance","2.2451","2.245048","5.2e-05","EXACT","Matches printed incomplete strip-plot covariance parameter estimate within R/SAS rounding.","Fitted lmerTest::lmer with block, block:a, and block:b random intercepts."
"Exam9.2",9,"9.4.1","a F","6.59","6.617257","0.027257","APPROX","Kenward-Roger implementation differs slightly between lmerTest and SAS GLIMMIX; retained exact/approx classification by tolerance.","Fitted lmerTest::lmer and extracted Kenward-Roger ANOVA."
"Exam9.2",9,"9.4.1","a p","0.0184","0.017504","0.000896","EXACT","Kenward-Roger implementation differs slightly between lmerTest and SAS GLIMMIX; retained exact/approx classification by tolerance.","Fitted lmerTest::lmer and extracted Kenward-Roger ANOVA."
"Exam9.2",9,"9.4.1","b F","2.31","2.324043","0.014043","APPROX","Kenward-Roger implementation differs slightly between lmerTest and SAS GLIMMIX; retained exact/approx classification by tolerance.","Fitted lmerTest::lmer and extracted Kenward-Roger ANOVA."
"Exam9.2",9,"9.4.1","b p","0.1589","0.156808","0.002092","EXACT","Kenward-Roger implementation differs slightly between lmerTest and SAS GLIMMIX; retained exact/approx classification by tolerance.","Fitted lmerTest::lmer and extracted Kenward-Roger ANOVA."
"Exam9.2",9,"9.4.1","a:b F","10.56","10.547449","0.012551","APPROX","Kenward-Roger implementation differs slightly between lmerTest and SAS GLIMMIX; retained exact/approx classification by tolerance.","Fitted lmerTest::lmer and extracted Kenward-Roger ANOVA."
